,win_0,win_1,win_2,win_3,win_4,win_5,win_6,win_7,win_8,win_9,win_10,win_11,win_12,win_13,win_14,win_15,win_16,win_17,win_18,win_19
487,0.045,0.048,0.046,0.048,0.042,0.048,0.044,0.037,0.049,0.048,0.114,0.04,0.049,0.042,0.045,0.052,0.048,0.051,0.048,0.056
488,0.055,0.038,0.052,0.043,0.036,0.037,0.045,0.048,0.043,0.038,0.126,0.034,0.049,0.043,0.061,0.043,0.047,0.054,0.046,0.062
489,0.054,0.058,0.05,0.051,0.04,0.043,0.035,0.04,0.044,0.034,0.125,0.041,0.044,0.043,0.041,0.049,0.037,0.066,0.065,0.04
490,0.052,0.047,0.043,0.052,0.045,0.036,0.048,0.041,0.037,0.037,0.117,0.042,0.046,0.049,0.045,0.048,0.047,0.056,0.06,0.052
491,0.059,0.045,0.046,0.057,0.044,0.036,0.048,0.04,0.055,0.034,0.108,0.041,0.053,0.046,0.043,0.047,0.044,0.057,0.058,0.039
492,0.048,0.053,0.05,0.049,0.045,0.033,0.039,0.042,0.059,0.041,0.124,0.043,0.042,0.059,0.035,0.052,0.047,0.046,0.046,0.047
493,0.06,0.05,0.053,0.042,0.043,0.034,0.032,0.041,0.055,0.052,0.104,0.034,0.044,0.048,0.047,0.06,0.045,0.055,0.056,0.045
494,0.061,0.045,0.05,0.053,0.053,0.036,0.042,0.046,0.051,0.033,0.125,0.035,0.052,0.03,0.052,0.043,0.042,0.051,0.049,0.051
495,0.055,0.048,0.041,0.05,0.031,0.051,0.044,0.046,0.048,0.037,0.111,0.038,0.047,0.045,0.046,0.048,0.049,0.059,0.051,0.055
496,0.057,0.044,0.054,0.048,0.036,0.044,0.041,0.036,0.045,0.048,0.118,0.051,0.046,0.041,0.052,0.041,0.04,0.046,0.062,0.05
497,0.055,0.053,0.051,0.041,0.046,0.047,0.051,0.044,0.051,0.04,0.102,0.039,0.05,0.046,0.055,0.036,0.031,0.062,0.053,0.047
498,0.058,0.059,0.062,0.037,0.042,0.052,0.033,0.039,0.039,0.051,0.106,0.044,0.047,0.057,0.041,0.04,0.051,0.047,0.049,0.046
499,0.058,0.061,0.049,0.053,0.053,0.035,0.045,0.045,0.052,0.046,0.108,0.043,0.037,0.046,0.035,0.046,0.038,0.046,0.06,0.044
500,0.054,0.048,0.036,0.043,0.05,0.038,0.051,0.037,0.039,0.044,0.11,0.042,0.05,0.041,0.054,0.048,0.056,0.056,0.047,0.056
501,0.06,0.052,0.039,0.036,0.043,0.04,0.032,0.041,0.045,0.043,0.11,0.036,0.05,0.04,0.052,0.045,0.057,0.066,0.054,0.059
502,0.055,0.039,0.064,0.035,0.042,0.036,0.045,0.045,0.049,0.043,0.123,0.037,0.05,0.042,0.041,0.05,0.05,0.045,0.055,0.054
503,0.063,0.043,0.038,0.047,0.035,0.054,0.045,0.042,0.048,0.042,0.13,0.048,0.041,0.043,0.048,0.045,0.05,0.044,0.043,0.051
504,0.046,0.061,0.05,0.04,0.047,0.043,0.033,0.048,0.055,0.039,0.127,0.049,0.055,0.05,0.038,0.05,0.034,0.039,0.049,0.047
505,0.053,0.041,0.046,0.05,0.04,0.046,0.04,0.039,0.046,0.049,0.12,0.044,0.063,0.047,0.039,0.044,0.046,0.046,0.047,0.054
506,0.061,0.049,0.041,0.05,0.04,0.058,0.043,0.04,0.041,0.041,0.109,0.044,0.045,0.051,0.044,0.045,0.046,0.055,0.051,0.046
507,0.061,0.038,0.039,0.035,0.048,0.049,0.03,0.037,0.041,0.044,0.116,0.045,0.049,0.044,0.041,0.05,0.061,0.062,0.068,0.042
508,0.06,0.05,0.036,0.046,0.042,0.042,0.049,0.042,0.048,0.048,0.094,0.035,0.061,0.048,0.048,0.051,0.049,0.044,0.054,0.053
509,0.053,0.053,0.054,0.047,0.041,0.045,0.039,0.04,0.034,0.042,0.111,0.04,0.06,0.056,0.05,0.06,0.035,0.05,0.043,0.047
510,0.052,0.046,0.058,0.04,0.038,0.049,0.038,0.043,0.049,0.039,0.108,0.041,0.045,0.059,0.04,0.052,0.056,0.052,0.041,0.054
511,0.059,0.051,0.059,0.056,0.044,0.039,0.053,0.045,0.044,0.047,0.104,0.051,0.037,0.04,0.044,0.042,0.051,0.046,0.04,0.048
512,0.05,0.042,0.051,0.044,0.051,0.038,0.051,0.05,0.05,0.051,0.104,0.033,0.059,0.044,0.037,0.056,0.041,0.053,0.042,0.053
513,0.057,0.048,0.046,0.058,0.035,0.055,0.034,0.04,0.048,0.039,0.114,0.05,0.046,0.048,0.035,0.046,0.058,0.052,0.044,0.047
514,0.056,0.046,0.049,0.043,0.05,0.036,0.039,0.04,0.055,0.051,0.112,0.03,0.044,0.045,0.048,0.038,0.037,0.06,0.062,0.059
515,0.053,0.057,0.043,0.049,0.037,0.044,0.048,0.06,0.043,0.034,0.101,0.049,0.045,0.04,0.052,0.032,0.048,0.047,0.063,0.055
516,0.072,0.052,0.047,0.046,0.057,0.044,0.05,0.038,0.045,0.031,0.096,0.038,0.052,0.035,0.046,0.044,0.053,0.057,0.05,0.047
517,0.048,0.035,0.046,0.052,0.04,0.057,0.039,0.038,0.04,0.046,0.104,0.041,0.048,0.047,0.052,0.057,0.037,0.052,0.058,0.063
518,0.065,0.051,0.05,0.047,0.031,0.044,0.038,0.044,0.033,0.044,0.12,0.054,0.046,0.05,0.03,0.056,0.05,0.049,0.052,0.046
519,0.046,0.047,0.059,0.053,0.047,0.051,0.045,0.034,0.032,0.057,0.101,0.053,0.048,0.044,0.036,0.045,0.054,0.047,0.054,0.047
520,0.054,0.043,0.05,0.051,0.048,0.042,0.044,0.045,0.037,0.044,0.113,0.039,0.052,0.04,0.043,0.058,0.058,0.053,0.044,0.042
521,0.046,0.044,0.065,0.043,0.027,0.038,0.042,0.04,0.052,0.047,0.11,0.048,0.053,0.05,0.057,0.049,0.038,0.044,0.055,0.052
522,0.038,0.06,0.049,0.05,0.042,0.053,0.039,0.046,0.053,0.032,0.11,0.039,0.056,0.045,0.053,0.049,0.045,0.046,0.056,0.039
523,0.063,0.063,0.045,0.053,0.05,0.033,0.04,0.04,0.054,0.046,0.104,0.037,0.039,0.045,0.039,0.049,0.042,0.046,0.056,0.056
524,0.067,0.054,0.051,0.057,0.034,0.045,0.035,0.039,0.052,0.047,0.11,0.051,0.041,0.041,0.04,0.043,0.037,0.052,0.047,0.057
525,0.055,0.045,0.054,0.048,0.043,0.049,0.043,0.041,0.045,0.048,0.11,0.049,0.045,0.035,0.036,0.04,0.043,0.067,0.051,0.053
526,0.055,0.054,0.041,0.046,0.036,0.049,0.04,0.046,0.048,0.043,0.119,0.041,0.037,0.049,0.042,0.04,0.044,0.065,0.04,0.065
527,0.048,0.056,0.048,0.051,0.047,0.04,0.048,0.045,0.052,0.045,0.112,0.03,0.047,0.048,0.041,0.048,0.051,0.056,0.039,0.048
528,0.051,0.046,0.048,0.042,0.047,0.049,0.043,0.05,0.039,0.034,0.112,0.047,0.042,0.043,0.056,0.042,0.058,0.049,0.044,0.058
529,0.053,0.049,0.042,0.047,0.042,0.029,0.043,0.04,0.046,0.047,0.125,0.041,0.036,0.051,0.045,0.04,0.058,0.047,0.058,0.061
530,0.048,0.049,0.042,0.044,0.036,0.051,0.052,0.038,0.051,0.051,0.111,0.044,0.044,0.039,0.037,0.054,0.047,0.049,0.071,0.042
531,0.054,0.043,0.046,0.062,0.046,0.043,0.058,0.044,0.036,0.048,0.114,0.051,0.046,0.049,0.052,0.046,0.043,0.046,0.036,0.037
532,0.062,0.046,0.043,0.043,0.047,0.05,0.033,0.038,0.036,0.048,0.114,0.047,0.047,0.041,0.054,0.043,0.053,0.047,0.062,0.046
533,0.052,0.052,0.056,0.055,0.045,0.029,0.043,0.036,0.045,0.049,0.108,0.039,0.056,0.051,0.037,0.053,0.045,0.048,0.05,0.051
534,0.051,0.057,0.041,0.056,0.038,0.046,0.046,0.044,0.047,0.043,0.096,0.036,0.057,0.04,0.05,0.037,0.051,0.058,0.055,0.051
535,0.047,0.045,0.049,0.047,0.036,0.046,0.045,0.038,0.036,0.045,0.105,0.052,0.046,0.042,0.041,0.05,0.052,0.059,0.062,0.057
536,0.038,0.051,0.053,0.049,0.042,0.046,0.049,0.046,0.042,0.039,0.098,0.042,0.045,0.05,0.055,0.057,0.039,0.06,0.046,0.053
537,0.055,0.05,0.055,0.051,0.041,0.051,0.04,0.048,0.038,0.031,0.11,0.05,0.046,0.056,0.048,0.034,0.05,0.052,0.047,0.047
538,0.051,0.042,0.045,0.048,0.045,0.05,0.037,0.054,0.044,0.042,0.129,0.042,0.048,0.05,0.031,0.04,0.062,0.052,0.039,0.049
539,0.068,0.044,0.037,0.041,0.053,0.054,0.036,0.033,0.041,0.041,0.108,0.038,0.056,0.041,0.047,0.052,0.05,0.053,0.053,0.054
540,0.06,0.036,0.05,0.055,0.038,0.034,0.031,0.046,0.039,0.028,0.116,0.049,0.054,0.04,0.045,0.058,0.055,0.05,0.061,0.055
541,0.046,0.053,0.044,0.051,0.041,0.038,0.039,0.047,0.035,0.046,0.108,0.047,0.064,0.049,0.04,0.046,0.039,0.052,0.052,0.063
542,0.056,0.045,0.043,0.05,0.041,0.049,0.042,0.043,0.04,0.044,0.119,0.045,0.036,0.051,0.045,0.052,0.046,0.047,0.057,0.049
543,0.06,0.043,0.05,0.049,0.042,0.038,0.042,0.044,0.033,0.051,0.113,0.044,0.049,0.046,0.044,0.044,0.046,0.064,0.048,0.05
544,0.058,0.058,0.046,0.033,0.055,0.033,0.045,0.034,0.054,0.039,0.109,0.05,0.046,0.041,0.054,0.039,0.043,0.056,0.061,0.046
545,0.054,0.056,0.051,0.048,0.039,0.05,0.03,0.044,0.048,0.041,0.117,0.04,0.052,0.053,0.045,0.04,0.046,0.037,0.058,0.051
546,0.057,0.047,0.049,0.046,0.037,0.048,0.042,0.045,0.046,0.04,0.113,0.051,0.052,0.051,0.036,0.035,0.054,0.055,0.053,0.043
547,0.033,0.046,0.052,0.056,0.039,0.042,0.045,0.038,0.046,0.052,0.114,0.043,0.048,0.056,0.042,0.05,0.046,0.053,0.049,0.05
548,0.051,0.053,0.058,0.046,0.04,0.028,0.033,0.044,0.046,0.044,0.094,0.04,0.06,0.043,0.053,0.044,0.046,0.045,0.06,0.072
549,0.052,0.052,0.062,0.04,0.03,0.039,0.034,0.04,0.057,0.038,0.115,0.049,0.049,0.054,0.046,0.046,0.051,0.051,0.049,0.046
550,0.044,0.053,0.051,0.063,0.044,0.038,0.05,0.046,0.039,0.04,0.105,0.047,0.053,0.038,0.039,0.052,0.046,0.035,0.049,0.068
551,0.068,0.06,0.041,0.054,0.041,0.041,0.049,0.028,0.052,0.038,0.122,0.051,0.043,0.039,0.039,0.044,0.054,0.048,0.053,0.035
552,0.041,0.041,0.049,0.051,0.046,0.04,0.048,0.048,0.052,0.032,0.116,0.05,0.05,0.047,0.046,0.052,0.035,0.06,0.044,0.052
553,0.056,0.051,0.059,0.049,0.042,0.048,0.047,0.042,0.038,0.044,0.118,0.038,0.045,0.036,0.043,0.043,0.043,0.055,0.047,0.056
554,0.063,0.05,0.044,0.048,0.034,0.043,0.03,0.053,0.049,0.036,0.123,0.034,0.051,0.051,0.04,0.052,0.048,0.049,0.046,0.056
555,0.042,0.048,0.047,0.039,0.051,0.045,0.047,0.046,0.048,0.046,0.119,0.031,0.044,0.043,0.049,0.053,0.046,0.044,0.056,0.056
556,0.05,0.045,0.057,0.044,0.036,0.046,0.045,0.037,0.045,0.037,0.117,0.053,0.046,0.059,0.04,0.049,0.041,0.05,0.047,0.056
557,0.06,0.036,0.053,0.062,0.053,0.036,0.048,0.039,0.047,0.04,0.117,0.047,0.047,0.034,0.048,0.042,0.051,0.05,0.043,0.047
558,0.05,0.042,0.053,0.05,0.051,0.047,0.033,0.048,0.046,0.033,0.1,0.042,0.056,0.041,0.045,0.045,0.054,0.047,0.052,0.065
559,0.057,0.045,0.048,0.038,0.041,0.036,0.039,0.038,0.042,0.038,0.127,0.046,0.045,0.034,0.051,0.052,0.043,0.052,0.056,0.072
560,0.056,0.053,0.041,0.049,0.061,0.028,0.043,0.047,0.043,0.034,0.09,0.038,0.053,0.053,0.052,0.052,0.05,0.048,0.051,0.058
561,0.062,0.065,0.05,0.042,0.042,0.042,0.047,0.038,0.045,0.036,0.09,0.051,0.044,0.042,0.039,0.05,0.048,0.049,0.057,0.061
562,0.052,0.048,0.062,0.042,0.038,0.039,0.051,0.039,0.039,0.033,0.116,0.047,0.058,0.044,0.057,0.038,0.047,0.051,0.05,0.049
563,0.065,0.057,0.055,0.052,0.039,0.044,0.035,0.035,0.054,0.034,0.113,0.041,0.054,0.052,0.036,0.041,0.051,0.051,0.047,0.044
564,0.051,0.057,0.063,0.046,0.048,0.029,0.035,0.037,0.056,0.033,0.108,0.042,0.046,0.045,0.048,0.055,0.046,0.051,0.047,0.057
565,0.044,0.044,0.049,0.055,0.049,0.028,0.045,0.047,0.052,0.045,0.126,0.044,0.035,0.04,0.042,0.044,0.051,0.053,0.057,0.05
566,0.045,0.044,0.047,0.052,0.07,0.034,0.045,0.042,0.037,0.041,0.107,0.047,0.05,0.047,0.045,0.049,0.041,0.058,0.047,0.052
567,0.048,0.041,0.045,0.054,0.038,0.05,0.044,0.045,0.041,0.041,0.109,0.038,0.054,0.057,0.043,0.054,0.051,0.044,0.043,0.06
568,0.049,0.044,0.061,0.045,0.037,0.046,0.044,0.042,0.047,0.041,0.106,0.046,0.055,0.042,0.039,0.036,0.055,0.049,0.056,0.06
569,0.052,0.038,0.049,0.047,0.041,0.051,0.046,0.055,0.043,0.03,0.103,0.039,0.045,0.058,0.045,0.059,0.034,0.067,0.047,0.051
570,0.038,0.056,0.062,0.052,0.042,0.047,0.046,0.038,0.043,0.039,0.111,0.039,0.036,0.047,0.046,0.052,0.042,0.048,0.06,0.056
571,0.058,0.051,0.038,0.046,0.05,0.045,0.039,0.051,0.046,0.042,0.123,0.044,0.037,0.052,0.044,0.033,0.047,0.047,0.053,0.054
572,0.052,0.055,0.048,0.047,0.045,0.036,0.035,0.051,0.045,0.038,0.106,0.042,0.05,0.054,0.049,0.03,0.043,0.043,0.065,0.066
573,0.056,0.043,0.05,0.051,0.04,0.05,0.037,0.036,0.051,0.037,0.093,0.05,0.05,0.046,0.049,0.041,0.059,0.051,0.054,0.056
574,0.063,0.042,0.052,0.054,0.05,0.04,0.047,0.04,0.044,0.038,0.104,0.038,0.045,0.053,0.043,0.051,0.05,0.06,0.041,0.045
575,0.054,0.044,0.056,0.044,0.054,0.044,0.059,0.042,0.056,0.037,0.106,0.051,0.049,0.041,0.05,0.04,0.038,0.045,0.043,0.047
576,0.049,0.054,0.053,0.052,0.044,0.048,0.046,0.04,0.038,0.037,0.087,0.044,0.04,0.05,0.049,0.049,0.041,0.062,0.056,0.061
577,0.049,0.057,0.058,0.043,0.054,0.043,0.05,0.033,0.051,0.043,0.106,0.044,0.042,0.048,0.039,0.038,0.054,0.047,0.05,0.051
578,0.043,0.041,0.063,0.044,0.055,0.042,0.044,0.04,0.043,0.032,0.131,0.037,0.052,0.051,0.038,0.048,0.041,0.052,0.056,0.047
579,0.05,0.052,0.048,0.051,0.043,0.047,0.047,0.039,0.052,0.038,0.104,0.05,0.033,0.05,0.048,0.048,0.046,0.046,0.045,0.063
580,0.06,0.049,0.053,0.034,0.042,0.05,0.04,0.043,0.052,0.044,0.117,0.044,0.058,0.04,0.033,0.049,0.039,0.059,0.046,0.048
581,0.059,0.058,0.041,0.057,0.047,0.038,0.044,0.035,0.051,0.048,0.108,0.042,0.046,0.045,0.042,0.04,0.055,0.041,0.049,0.054
582,0.049,0.056,0.048,0.055,0.062,0.032,0.049,0.037,0.053,0.03,0.111,0.043,0.053,0.032,0.049,0.039,0.036,0.062,0.043,0.061
583,0.047,0.055,0.049,0.042,0.045,0.04,0.038,0.055,0.049,0.034,0.092,0.036,0.033,0.054,0.055,0.049,0.067,0.045,0.061,0.054
584,0.049,0.052,0.041,0.057,0.032,0.04,0.051,0.059,0.045,0.052,0.109,0.039,0.046,0.042,0.05,0.055,0.036,0.045,0.055,0.045
585,0.059,0.05,0.054,0.056,0.044,0.041,0.038,0.049,0.044,0.029,0.1,0.036,0.054,0.049,0.04,0.053,0.046,0.053,0.048,0.057
586,0.057,0.042,0.03,0.044,0.052,0.046,0.052,0.039,0.05,0.033,0.108,0.052,0.059,0.041,0.052,0.048,0.034,0.047,0.06,0.054
587,0.051,0.051,0.041,0.05,0.043,0.049,0.039,0.044,0.031,0.032,0.11,0.052,0.04,0.052,0.05,0.058,0.054,0.049,0.048,0.056
588,0.056,0.046,0.04,0.047,0.057,0.038,0.045,0.05,0.049,0.043,0.108,0.036,0.046,0.041,0.042,0.041,0.047,0.066,0.05,0.052
589,0.059,0.049,0.049,0.05,0.034,0.044,0.041,0.058,0.049,0.035,0.111,0.04,0.044,0.034,0.035,0.046,0.055,0.046,0.058,0.063
590,0.047,0.047,0.053,0.045,0.05,0.049,0.043,0.031,0.046,0.04,0.12,0.05,0.06,0.045,0.039,0.058,0.037,0.049,0.048,0.043
591,0.05,0.043,0.052,0.038,0.046,0.042,0.039,0.06,0.049,0.036,0.093,0.035,0.049,0.059,0.051,0.045,0.05,0.05,0.06,0.053
592,0.06,0.043,0.05,0.049,0.057,0.046,0.044,0.039,0.041,0.043,0.088,0.042,0.042,0.051,0.044,0.057,0.041,0.046,0.055,0.062
593,0.051,0.056,0.046,0.042,0.037,0.051,0.04,0.043,0.042,0.048,0.116,0.037,0.047,0.062,0.038,0.06,0.039,0.039,0.048,0.058
594,0.05,0.057,0.054,0.042,0.051,0.036,0.038,0.036,0.042,0.044,0.114,0.056,0.037,0.037,0.046,0.042,0.051,0.05,0.057,0.06
595,0.052,0.057,0.041,0.038,0.034,0.035,0.054,0.041,0.045,0.05,0.122,0.05,0.039,0.053,0.043,0.052,0.053,0.046,0.052,0.043
596,0.052,0.037,0.054,0.045,0.04,0.049,0.05,0.05,0.042,0.049,0.103,0.045,0.054,0.051,0.048,0.041,0.039,0.056,0.051,0.044
597,0.05,0.048,0.052,0.052,0.048,0.049,0.035,0.038,0.036,0.037,0.111,0.05,0.043,0.047,0.039,0.05,0.05,0.056,0.062,0.047
598,0.055,0.048,0.052,0.048,0.042,0.043,0.036,0.032,0.044,0.037,0.097,0.048,0.047,0.046,0.062,0.046,0.042,0.055,0.064,0.056
599,0.033,0.057,0.047,0.049,0.041,0.046,0.05,0.046,0.046,0.038,0.105,0.048,0.042,0.043,0.051,0.057,0.043,0.052,0.053,0.053
600,0.048,0.049,0.045,0.057,0.047,0.041,0.033,0.047,0.047,0.043,0.118,0.045,0.05,0.032,0.04,0.042,0.048,0.053,0.046,0.069
601,0.046,0.058,0.054,0.044,0.054,0.042,0.052,0.031,0.048,0.045,0.11,0.047,0.032,0.05,0.037,0.053,0.049,0.051,0.041,0.056
602,0.051,0.045,0.047,0.052,0.045,0.053,0.038,0.046,0.059,0.033,0.103,0.041,0.057,0.037,0.039,0.047,0.056,0.035,0.059,0.057
603,0.042,0.052,0.042,0.042,0.04,0.049,0.037,0.046,0.043,0.046,0.122,0.04,0.054,0.041,0.047,0.054,0.057,0.048,0.048,0.05
604,0.047,0.05,0.062,0.058,0.044,0.045,0.052,0.039,0.05,0.05,0.096,0.044,0.053,0.053,0.04,0.044,0.041,0.043,0.051,0.038
605,0.049,0.064,0.055,0.055,0.03,0.05,0.036,0.04,0.053,0.042,0.12,0.034,0.035,0.047,0.045,0.05,0.047,0.056,0.038,0.054
606,0.055,0.052,0.05,0.051,0.043,0.041,0.044,0.044,0.046,0.044,0.105,0.046,0.047,0.044,0.049,0.046,0.05,0.047,0.044,0.052
607,0.055,0.064,0.051,0.041,0.044,0.043,0.026,0.036,0.042,0.042,0.109,0.045,0.052,0.043,0.053,0.047,0.043,0.057,0.053,0.054
608,0.05,0.06,0.047,0.048,0.049,0.039,0.039,0.036,0.051,0.03,0.12,0.048,0.052,0.047,0.046,0.049,0.039,0.034,0.059,0.057
609,0.055,0.045,0.045,0.044,0.043,0.035,0.041,0.036,0.042,0.04,0.109,0.046,0.051,0.047,0.066,0.035,0.045,0.06,0.058,0.057
610,0.056,0.04,0.046,0.045,0.051,0.051,0.048,0.039,0.051,0.04,0.112,0.034,0.057,0.045,0.044,0.045,0.054,0.043,0.055,0.044
611,0.052,0.039,0.05,0.046,0.037,0.047,0.043,0.051,0.047,0.049,0.107,0.039,0.039,0.059,0.044,0.043,0.056,0.055,0.046,0.051
612,0.038,0.047,0.052,0.046,0.052,0.035,0.05,0.047,0.046,0.049,0.114,0.049,0.04,0.055,0.032,0.033,0.05,0.06,0.054,0.051
613,0.069,0.042,0.058,0.063,0.042,0.034,0.044,0.04,0.05,0.047,0.102,0.044,0.059,0.044,0.041,0.048,0.037,0.052,0.035,0.049
614,0.047,0.05,0.043,0.057,0.043,0.05,0.042,0.04,0.048,0.046,0.103,0.039,0.054,0.045,0.036,0.048,0.051,0.042,0.062,0.054
615,0.058,0.039,0.047,0.055,0.046,0.031,0.045,0.042,0.047,0.041,0.116,0.04,0.068,0.044,0.055,0.043,0.041,0.041,0.045,0.056
616,0.05,0.054,0.047,0.052,0.047,0.054,0.042,0.045,0.039,0.046,0.113,0.039,0.039,0.048,0.036,0.053,0.045,0.047,0.05,0.054
617,0.044,0.048,0.046,0.036,0.05,0.063,0.049,0.038,0.043,0.044,0.135,0.035,0.039,0.046,0.037,0.042,0.044,0.049,0.071,0.041
618,0.051,0.047,0.055,0.05,0.045,0.048,0.037,0.042,0.047,0.046,0.109,0.052,0.054,0.039,0.044,0.043,0.041,0.045,0.051,0.054
619,0.051,0.054,0.05,0.055,0.037,0.05,0.045,0.046,0.034,0.04,0.115,0.048,0.058,0.048,0.04,0.035,0.048,0.043,0.046,0.057
620,0.044,0.045,0.047,0.032,0.041,0.048,0.051,0.046,0.037,0.041,0.122,0.044,0.055,0.054,0.033,0.046,0.044,0.05,0.062,0.058
621,0.051,0.064,0.046,0.034,0.034,0.048,0.05,0.041,0.04,0.055,0.105,0.045,0.038,0.048,0.059,0.043,0.047,0.05,0.058,0.044
622,0.055,0.047,0.043,0.059,0.046,0.035,0.05,0.038,0.041,0.038,0.132,0.04,0.049,0.043,0.045,0.03,0.054,0.041,0.049,0.065
623,0.057,0.045,0.045,0.045,0.044,0.051,0.04,0.04,0.04,0.043,0.121,0.047,0.043,0.046,0.047,0.047,0.055,0.044,0.044,0.056
624,0.045,0.041,0.036,0.049,0.037,0.039,0.037,0.045,0.055,0.044,0.098,0.059,0.047,0.052,0.052,0.043,0.057,0.056,0.055,0.053
625,0.052,0.043,0.056,0.073,0.041,0.055,0.047,0.04,0.046,0.044,0.107,0.041,0.04,0.039,0.045,0.04,0.049,0.05,0.04,0.052
626,0.045,0.053,0.05,0.041,0.043,0.048,0.05,0.051,0.044,0.044,0.098,0.048,0.033,0.037,0.058,0.045,0.048,0.052,0.054,0.058
627,0.051,0.039,0.049,0.044,0.05,0.044,0.039,0.044,0.049,0.044,0.115,0.052,0.04,0.03,0.052,0.057,0.049,0.048,0.059,0.045
628,0.052,0.051,0.037,0.036,0.044,0.051,0.04,0.044,0.053,0.045,0.096,0.051,0.049,0.049,0.062,0.043,0.054,0.047,0.05,0.046
629,0.066,0.055,0.056,0.049,0.036,0.045,0.039,0.043,0.049,0.049,0.116,0.05,0.044,0.029,0.047,0.05,0.043,0.05,0.041,0.043
630,0.061,0.044,0.052,0.053,0.041,0.034,0.031,0.038,0.05,0.044,0.117,0.032,0.044,0.055,0.057,0.049,0.053,0.04,0.045,0.06
631,0.048,0.049,0.053,0.049,0.037,0.044,0.044,0.046,0.044,0.034,0.11,0.053,0.05,0.044,0.049,0.053,0.047,0.049,0.048,0.049
632,0.044,0.037,0.053,0.049,0.051,0.045,0.041,0.056,0.046,0.042,0.095,0.039,0.044,0.05,0.056,0.063,0.046,0.04,0.043,0.06
633,0.042,0.052,0.042,0.05,0.041,0.037,0.053,0.045,0.037,0.043,0.11,0.039,0.047,0.054,0.048,0.058,0.044,0.053,0.054,0.051
634,0.046,0.047,0.05,0.057,0.035,0.05,0.04,0.05,0.037,0.05,0.116,0.05,0.038,0.035,0.032,0.044,0.055,0.056,0.052,0.06
635,0.049,0.046,0.048,0.056,0.037,0.042,0.042,0.044,0.055,0.044,0.121,0.043,0.049,0.041,0.051,0.036,0.055,0.047,0.043,0.051
636,0.05,0.04,0.049,0.061,0.045,0.044,0.048,0.053,0.045,0.053,0.105,0.032,0.062,0.04,0.046,0.033,0.047,0.047,0.05,0.05
637,0.046,0.054,0.045,0.046,0.044,0.036,0.044,0.045,0.046,0.048,0.103,0.038,0.044,0.05,0.043,0.037,0.055,0.065,0.055,0.056
638,0.043,0.055,0.05,0.047,0.035,0.033,0.055,0.039,0.049,0.031,0.097,0.051,0.053,0.05,0.051,0.038,0.048,0.05,0.056,0.069
639,0.056,0.04,0.053,0.045,0.049,0.05,0.036,0.036,0.038,0.047,0.108,0.049,0.043,0.042,0.054,0.037,0.048,0.059,0.06,0.05
640,0.048,0.053,0.055,0.048,0.035,0.054,0.041,0.045,0.048,0.038,0.112,0.047,0.058,0.046,0.036,0.041,0.039,0.052,0.054,0.05
641,0.058,0.049,0.053,0.057,0.052,0.054,0.047,0.044,0.033,0.04,0.113,0.034,0.036,0.04,0.055,0.041,0.042,0.058,0.051,0.043
642,0.056,0.034,0.052,0.05,0.053,0.045,0.044,0.041,0.041,0.036,0.107,0.042,0.044,0.056,0.04,0.041,0.049,0.066,0.048,0.055
643,0.061,0.06,0.052,0.048,0.038,0.038,0.044,0.055,0.047,0.038,0.127,0.051,0.037,0.042,0.045,0.043,0.043,0.037,0.052,0.042
644,0.053,0.059,0.057,0.038,0.046,0.044,0.039,0.044,0.043,0.04,0.108,0.057,0.043,0.045,0.043,0.056,0.045,0.054,0.041,0.045
645,0.053,0.054,0.049,0.046,0.048,0.046,0.054,0.038,0.045,0.048,0.099,0.041,0.049,0.033,0.05,0.048,0.048,0.048,0.056,0.047
646,0.05,0.05,0.049,0.042,0.034,0.049,0.036,0.053,0.033,0.053,0.127,0.032,0.053,0.038,0.036,0.045,0.056,0.057,0.044,0.063
647,0.054,0.043,0.044,0.059,0.044,0.039,0.045,0.042,0.043,0.042,0.116,0.049,0.047,0.047,0.046,0.041,0.047,0.046,0.045,0.061
648,0.056,0.048,0.046,0.044,0.047,0.049,0.049,0.046,0.039,0.032,0.115,0.044,0.057,0.042,0.032,0.052,0.045,0.045,0.054,0.058
649,0.062,0.044,0.042,0.046,0.04,0.05,0.034,0.048,0.047,0.044,0.104,0.05,0.04,0.053,0.045,0.041,0.042,0.058,0.053,0.057
650,0.068,0.041,0.045,0.042,0.044,0.05,0.039,0.042,0.042,0.038,0.115,0.039,0.043,0.045,0.041,0.042,0.042,0.057,0.072,0.053
651,0.055,0.041,0.054,0.051,0.043,0.055,0.061,0.047,0.031,0.03,0.096,0.043,0.058,0.054,0.047,0.04,0.045,0.049,0.047,0.053
652,0.051,0.047,0.04,0.056,0.035,0.047,0.05,0.037,0.04,0.042,0.109,0.055,0.049,0.045,0.045,0.045,0.053,0.042,0.057,0.055
653,0.048,0.051,0.053,0.055,0.043,0.033,0.041,0.043,0.04,0.036,0.117,0.055,0.057,0.047,0.047,0.052,0.049,0.05,0.042,0.041
654,0.047,0.052,0.049,0.041,0.035,0.047,0.037,0.043,0.039,0.035,0.119,0.043,0.053,0.045,0.043,0.05,0.047,0.048,0.06,0.067
655,0.058,0.044,0.054,0.047,0.036,0.036,0.04,0.05,0.041,0.052,0.098,0.045,0.04,0.05,0.047,0.045,0.05,0.048,0.06,0.059
