,win_0,win_1,win_2,win_3,win_4,win_5,win_6,win_7,win_8,win_9,win_10,win_11,win_12,win_13,win_14,win_15,win_16,win_17,win_18,win_19
318,0.04,0.05,0.039,0.052,0.046,0.053,0.036,0.043,0.046,0.043,0.101,0.047,0.043,0.048,0.05,0.05,0.059,0.047,0.05,0.057
319,0.042,0.042,0.046,0.042,0.044,0.066,0.042,0.037,0.046,0.043,0.107,0.043,0.04,0.048,0.05,0.048,0.045,0.057,0.05,0.062
320,0.044,0.05,0.038,0.046,0.047,0.046,0.036,0.032,0.051,0.036,0.117,0.044,0.046,0.053,0.046,0.055,0.047,0.055,0.054,0.057
321,0.048,0.043,0.057,0.047,0.038,0.035,0.048,0.041,0.043,0.037,0.091,0.051,0.053,0.037,0.06,0.051,0.052,0.076,0.047,0.045
322,0.059,0.054,0.042,0.047,0.041,0.042,0.047,0.037,0.042,0.033,0.114,0.051,0.045,0.041,0.044,0.047,0.051,0.055,0.046,0.062
323,0.051,0.046,0.058,0.037,0.06,0.041,0.039,0.039,0.041,0.034,0.107,0.041,0.049,0.043,0.056,0.058,0.045,0.044,0.06,0.051
324,0.045,0.037,0.048,0.053,0.045,0.035,0.048,0.048,0.053,0.037,0.105,0.041,0.052,0.044,0.042,0.049,0.048,0.045,0.057,0.068
325,0.05,0.059,0.044,0.046,0.043,0.046,0.039,0.035,0.042,0.044,0.101,0.054,0.048,0.049,0.047,0.052,0.052,0.046,0.039,0.064
326,0.057,0.049,0.056,0.04,0.037,0.04,0.045,0.042,0.051,0.045,0.108,0.046,0.04,0.046,0.035,0.043,0.057,0.044,0.05,0.069
327,0.048,0.052,0.054,0.049,0.046,0.032,0.059,0.046,0.047,0.047,0.107,0.052,0.047,0.042,0.038,0.045,0.049,0.037,0.055,0.048
328,0.051,0.054,0.043,0.058,0.047,0.043,0.041,0.055,0.045,0.039,0.119,0.048,0.045,0.041,0.051,0.044,0.039,0.049,0.045,0.043
329,0.061,0.047,0.056,0.055,0.044,0.042,0.043,0.044,0.044,0.034,0.098,0.05,0.048,0.043,0.042,0.038,0.054,0.052,0.046,0.059
330,0.048,0.04,0.052,0.043,0.044,0.048,0.063,0.056,0.051,0.038,0.109,0.039,0.043,0.048,0.039,0.042,0.043,0.049,0.056,0.049
331,0.057,0.05,0.041,0.05,0.061,0.043,0.041,0.049,0.042,0.028,0.109,0.048,0.046,0.053,0.034,0.042,0.042,0.043,0.058,0.063
332,0.045,0.049,0.046,0.05,0.048,0.036,0.033,0.039,0.047,0.052,0.112,0.047,0.048,0.047,0.053,0.046,0.046,0.039,0.06,0.057
333,0.049,0.051,0.06,0.05,0.039,0.046,0.038,0.045,0.051,0.037,0.123,0.045,0.051,0.044,0.027,0.045,0.047,0.055,0.053,0.044
334,0.057,0.046,0.048,0.042,0.047,0.037,0.042,0.034,0.028,0.054,0.119,0.052,0.047,0.046,0.049,0.047,0.045,0.052,0.061,0.047
335,0.053,0.053,0.039,0.057,0.052,0.041,0.042,0.039,0.055,0.037,0.104,0.044,0.032,0.043,0.05,0.052,0.052,0.045,0.06,0.05
336,0.044,0.035,0.035,0.065,0.041,0.042,0.035,0.04,0.044,0.043,0.132,0.036,0.054,0.064,0.04,0.045,0.046,0.053,0.056,0.05
337,0.052,0.057,0.046,0.045,0.039,0.042,0.038,0.051,0.049,0.04,0.112,0.039,0.046,0.047,0.042,0.051,0.035,0.057,0.05,0.062
338,0.051,0.053,0.056,0.04,0.057,0.036,0.043,0.049,0.042,0.036,0.112,0.035,0.051,0.054,0.044,0.053,0.053,0.044,0.04,0.051
339,0.056,0.041,0.048,0.042,0.033,0.041,0.051,0.043,0.055,0.034,0.122,0.039,0.04,0.044,0.053,0.048,0.046,0.065,0.057,0.042
340,0.054,0.046,0.045,0.043,0.053,0.035,0.033,0.049,0.049,0.043,0.114,0.046,0.059,0.053,0.044,0.045,0.047,0.048,0.039,0.055
341,0.056,0.044,0.047,0.042,0.061,0.049,0.057,0.043,0.04,0.048,0.112,0.049,0.045,0.04,0.04,0.044,0.05,0.043,0.044,0.046
342,0.065,0.041,0.049,0.044,0.05,0.035,0.036,0.048,0.046,0.043,0.119,0.037,0.055,0.043,0.04,0.049,0.04,0.054,0.053,0.053
343,0.044,0.029,0.054,0.053,0.043,0.041,0.05,0.043,0.052,0.043,0.107,0.046,0.038,0.036,0.052,0.05,0.06,0.055,0.056,0.048
344,0.046,0.051,0.045,0.049,0.046,0.049,0.037,0.043,0.041,0.041,0.119,0.052,0.055,0.049,0.038,0.048,0.049,0.047,0.044,0.051
345,0.057,0.048,0.042,0.048,0.05,0.052,0.044,0.05,0.059,0.041,0.099,0.041,0.049,0.041,0.039,0.051,0.047,0.043,0.048,0.051
346,0.055,0.046,0.051,0.043,0.044,0.047,0.038,0.045,0.038,0.046,0.122,0.038,0.053,0.047,0.041,0.039,0.049,0.045,0.066,0.047
347,0.047,0.053,0.058,0.062,0.03,0.049,0.045,0.04,0.054,0.047,0.122,0.045,0.042,0.046,0.044,0.048,0.04,0.053,0.033,0.042
348,0.049,0.046,0.047,0.06,0.035,0.043,0.041,0.045,0.038,0.058,0.111,0.037,0.05,0.04,0.042,0.044,0.048,0.049,0.06,0.057
349,0.05,0.049,0.049,0.055,0.041,0.044,0.047,0.054,0.048,0.043,0.094,0.04,0.051,0.04,0.047,0.044,0.05,0.05,0.045,0.059
350,0.058,0.05,0.057,0.053,0.04,0.052,0.037,0.044,0.044,0.031,0.107,0.034,0.057,0.059,0.039,0.047,0.05,0.052,0.042,0.047
351,0.062,0.037,0.06,0.052,0.043,0.043,0.042,0.038,0.031,0.048,0.111,0.045,0.052,0.045,0.048,0.033,0.061,0.053,0.051,0.045
352,0.057,0.046,0.049,0.044,0.05,0.049,0.052,0.037,0.046,0.036,0.119,0.04,0.051,0.045,0.043,0.043,0.045,0.046,0.052,0.05
353,0.045,0.047,0.048,0.051,0.058,0.042,0.04,0.041,0.051,0.041,0.096,0.039,0.056,0.05,0.037,0.057,0.044,0.05,0.045,0.062
354,0.064,0.033,0.047,0.047,0.034,0.046,0.043,0.03,0.05,0.036,0.094,0.059,0.041,0.039,0.057,0.051,0.051,0.053,0.064,0.061
355,0.055,0.053,0.046,0.062,0.059,0.045,0.047,0.038,0.05,0.041,0.102,0.033,0.059,0.042,0.037,0.05,0.056,0.043,0.04,0.042
356,0.054,0.035,0.05,0.054,0.051,0.048,0.044,0.041,0.043,0.043,0.113,0.042,0.046,0.044,0.05,0.046,0.049,0.055,0.051,0.041
357,0.059,0.043,0.045,0.051,0.042,0.04,0.041,0.039,0.05,0.044,0.1,0.054,0.045,0.044,0.036,0.044,0.051,0.054,0.071,0.047
358,0.049,0.05,0.053,0.041,0.049,0.048,0.037,0.041,0.056,0.044,0.12,0.047,0.053,0.053,0.04,0.046,0.032,0.04,0.054,0.047
359,0.057,0.039,0.046,0.043,0.041,0.034,0.043,0.045,0.041,0.037,0.101,0.052,0.06,0.054,0.033,0.06,0.054,0.053,0.046,0.061
360,0.054,0.045,0.052,0.057,0.047,0.051,0.05,0.033,0.045,0.051,0.086,0.048,0.048,0.047,0.048,0.043,0.048,0.05,0.057,0.04
361,0.063,0.039,0.048,0.059,0.05,0.057,0.046,0.032,0.03,0.044,0.112,0.047,0.051,0.048,0.045,0.042,0.033,0.048,0.047,0.059
362,0.044,0.046,0.05,0.044,0.035,0.048,0.053,0.048,0.049,0.04,0.114,0.048,0.043,0.051,0.047,0.048,0.036,0.052,0.051,0.053
363,0.072,0.058,0.055,0.039,0.037,0.032,0.049,0.044,0.044,0.046,0.131,0.045,0.034,0.04,0.045,0.041,0.049,0.043,0.048,0.048
364,0.039,0.044,0.048,0.056,0.04,0.055,0.028,0.043,0.053,0.038,0.105,0.063,0.044,0.048,0.051,0.049,0.047,0.046,0.049,0.054
365,0.051,0.054,0.047,0.054,0.043,0.038,0.045,0.046,0.067,0.04,0.092,0.04,0.042,0.046,0.046,0.042,0.043,0.046,0.06,0.058
366,0.064,0.046,0.045,0.052,0.034,0.026,0.049,0.042,0.046,0.044,0.115,0.047,0.058,0.045,0.049,0.054,0.042,0.039,0.057,0.046
367,0.045,0.052,0.036,0.048,0.047,0.054,0.047,0.041,0.05,0.041,0.118,0.032,0.043,0.041,0.049,0.043,0.054,0.059,0.047,0.053
368,0.05,0.049,0.046,0.049,0.038,0.06,0.042,0.035,0.039,0.045,0.128,0.031,0.037,0.044,0.058,0.048,0.049,0.052,0.051,0.049
369,0.051,0.056,0.055,0.042,0.053,0.047,0.033,0.045,0.043,0.044,0.106,0.038,0.035,0.047,0.057,0.052,0.031,0.049,0.06,0.056
370,0.055,0.035,0.06,0.049,0.049,0.036,0.043,0.045,0.044,0.042,0.095,0.052,0.061,0.057,0.031,0.046,0.053,0.054,0.043,0.05
371,0.054,0.061,0.049,0.032,0.042,0.047,0.041,0.042,0.047,0.036,0.107,0.061,0.044,0.048,0.04,0.048,0.042,0.054,0.053,0.052
372,0.043,0.047,0.061,0.035,0.034,0.049,0.042,0.047,0.049,0.039,0.104,0.048,0.049,0.057,0.048,0.038,0.046,0.053,0.06,0.051
373,0.056,0.039,0.045,0.05,0.04,0.052,0.052,0.047,0.048,0.031,0.085,0.037,0.042,0.035,0.042,0.056,0.074,0.057,0.055,0.057
374,0.053,0.04,0.049,0.042,0.044,0.045,0.054,0.038,0.033,0.034,0.097,0.045,0.05,0.058,0.058,0.046,0.053,0.065,0.048,0.048
375,0.056,0.047,0.059,0.051,0.044,0.044,0.048,0.041,0.056,0.04,0.091,0.044,0.053,0.037,0.038,0.045,0.046,0.053,0.063,0.044
376,0.05,0.049,0.055,0.05,0.055,0.044,0.028,0.054,0.061,0.033,0.115,0.047,0.048,0.041,0.038,0.04,0.04,0.05,0.046,0.056
377,0.072,0.049,0.055,0.045,0.036,0.039,0.042,0.039,0.038,0.024,0.124,0.039,0.054,0.033,0.045,0.057,0.049,0.059,0.046,0.055
378,0.056,0.048,0.06,0.053,0.047,0.054,0.032,0.043,0.045,0.045,0.1,0.04,0.041,0.04,0.043,0.038,0.055,0.047,0.059,0.054
379,0.042,0.047,0.057,0.039,0.043,0.031,0.03,0.037,0.035,0.049,0.118,0.039,0.064,0.045,0.048,0.061,0.061,0.044,0.047,0.063
380,0.047,0.049,0.051,0.031,0.03,0.039,0.045,0.04,0.051,0.042,0.125,0.042,0.053,0.04,0.044,0.043,0.057,0.056,0.069,0.046
381,0.051,0.064,0.052,0.067,0.048,0.051,0.042,0.042,0.041,0.047,0.113,0.029,0.044,0.041,0.034,0.045,0.035,0.059,0.045,0.05
382,0.047,0.041,0.049,0.044,0.054,0.05,0.048,0.041,0.053,0.044,0.114,0.049,0.046,0.049,0.034,0.044,0.042,0.058,0.049,0.044
383,0.045,0.045,0.06,0.041,0.037,0.05,0.049,0.049,0.044,0.046,0.107,0.047,0.052,0.048,0.043,0.041,0.043,0.051,0.049,0.053
384,0.053,0.052,0.047,0.053,0.042,0.04,0.043,0.053,0.047,0.043,0.106,0.044,0.041,0.04,0.045,0.055,0.048,0.043,0.05,0.055
385,0.047,0.05,0.044,0.056,0.045,0.045,0.04,0.044,0.048,0.042,0.094,0.052,0.055,0.051,0.042,0.044,0.052,0.049,0.057,0.043
386,0.059,0.056,0.048,0.056,0.054,0.054,0.023,0.039,0.043,0.039,0.103,0.048,0.055,0.041,0.05,0.04,0.033,0.051,0.049,0.059
387,0.074,0.042,0.05,0.037,0.042,0.047,0.039,0.044,0.042,0.04,0.122,0.049,0.045,0.039,0.047,0.038,0.051,0.047,0.056,0.049
388,0.053,0.053,0.052,0.028,0.041,0.046,0.047,0.05,0.047,0.046,0.112,0.046,0.047,0.043,0.046,0.044,0.042,0.057,0.056,0.044
389,0.048,0.047,0.037,0.053,0.049,0.04,0.041,0.053,0.044,0.047,0.109,0.043,0.042,0.042,0.044,0.048,0.056,0.057,0.049,0.051
390,0.043,0.052,0.051,0.039,0.04,0.048,0.055,0.041,0.041,0.044,0.112,0.042,0.052,0.052,0.04,0.051,0.048,0.044,0.057,0.048
391,0.058,0.044,0.054,0.039,0.04,0.046,0.039,0.043,0.047,0.037,0.112,0.04,0.045,0.048,0.059,0.038,0.055,0.043,0.054,0.059
392,0.05,0.046,0.056,0.039,0.045,0.04,0.04,0.05,0.048,0.037,0.109,0.047,0.05,0.042,0.051,0.045,0.045,0.052,0.055,0.053
393,0.046,0.049,0.041,0.06,0.047,0.04,0.048,0.038,0.036,0.041,0.117,0.047,0.051,0.057,0.04,0.048,0.046,0.04,0.058,0.05
394,0.068,0.043,0.04,0.046,0.052,0.052,0.047,0.035,0.039,0.046,0.098,0.051,0.046,0.043,0.046,0.049,0.043,0.061,0.05,0.045
395,0.068,0.044,0.049,0.061,0.044,0.048,0.046,0.03,0.04,0.044,0.109,0.04,0.057,0.049,0.03,0.035,0.058,0.043,0.046,0.059
396,0.037,0.049,0.04,0.053,0.052,0.058,0.035,0.037,0.045,0.042,0.122,0.047,0.047,0.042,0.035,0.044,0.051,0.059,0.055,0.05
397,0.055,0.057,0.059,0.05,0.044,0.039,0.041,0.042,0.061,0.038,0.099,0.046,0.046,0.034,0.038,0.048,0.05,0.045,0.057,0.051
398,0.039,0.053,0.054,0.048,0.047,0.04,0.045,0.038,0.046,0.046,0.109,0.046,0.04,0.05,0.052,0.047,0.049,0.044,0.059,0.048
399,0.063,0.045,0.055,0.053,0.039,0.036,0.028,0.034,0.039,0.043,0.114,0.036,0.04,0.036,0.043,0.057,0.049,0.057,0.069,0.064
400,0.045,0.038,0.041,0.049,0.051,0.044,0.054,0.051,0.038,0.04,0.107,0.038,0.058,0.053,0.037,0.043,0.047,0.05,0.065,0.051
401,0.062,0.049,0.047,0.045,0.046,0.049,0.039,0.044,0.052,0.035,0.107,0.043,0.045,0.052,0.033,0.043,0.048,0.045,0.051,0.065
402,0.048,0.047,0.063,0.055,0.038,0.038,0.043,0.034,0.04,0.039,0.11,0.034,0.056,0.048,0.058,0.043,0.042,0.061,0.057,0.046
403,0.054,0.054,0.045,0.052,0.051,0.056,0.042,0.046,0.051,0.045,0.112,0.036,0.047,0.041,0.033,0.039,0.049,0.045,0.063,0.039
404,0.056,0.045,0.05,0.057,0.041,0.038,0.038,0.043,0.043,0.038,0.103,0.038,0.061,0.043,0.047,0.043,0.058,0.044,0.057,0.057
405,0.054,0.048,0.06,0.06,0.044,0.055,0.04,0.043,0.046,0.038,0.107,0.042,0.05,0.039,0.031,0.052,0.045,0.054,0.047,0.045
406,0.052,0.039,0.053,0.055,0.048,0.059,0.045,0.046,0.048,0.042,0.101,0.046,0.044,0.049,0.048,0.041,0.046,0.046,0.045,0.047
407,0.049,0.052,0.05,0.057,0.044,0.041,0.035,0.047,0.049,0.036,0.098,0.045,0.047,0.044,0.054,0.055,0.049,0.054,0.046,0.048
408,0.064,0.054,0.045,0.038,0.044,0.045,0.051,0.044,0.041,0.045,0.115,0.042,0.052,0.048,0.047,0.032,0.041,0.058,0.048,0.046
409,0.059,0.053,0.053,0.054,0.048,0.04,0.049,0.046,0.041,0.04,0.104,0.042,0.043,0.045,0.037,0.053,0.036,0.054,0.055,0.048
410,0.059,0.042,0.05,0.054,0.032,0.054,0.056,0.037,0.06,0.051,0.108,0.04,0.044,0.035,0.041,0.053,0.031,0.037,0.067,0.049
411,0.06,0.05,0.046,0.038,0.043,0.042,0.043,0.055,0.035,0.037,0.1,0.044,0.057,0.05,0.055,0.051,0.048,0.054,0.047,0.045
412,0.041,0.05,0.052,0.043,0.034,0.043,0.05,0.05,0.039,0.044,0.117,0.048,0.048,0.039,0.038,0.055,0.062,0.053,0.054,0.04
413,0.048,0.046,0.044,0.06,0.056,0.037,0.041,0.043,0.053,0.047,0.106,0.039,0.04,0.042,0.053,0.046,0.049,0.055,0.046,0.049
414,0.063,0.041,0.06,0.047,0.042,0.052,0.031,0.036,0.052,0.037,0.105,0.037,0.057,0.038,0.062,0.047,0.043,0.054,0.051,0.045
415,0.07,0.048,0.057,0.044,0.038,0.047,0.042,0.048,0.036,0.043,0.084,0.045,0.043,0.051,0.047,0.045,0.052,0.061,0.06,0.039
416,0.05,0.059,0.05,0.059,0.045,0.049,0.039,0.037,0.046,0.041,0.12,0.043,0.048,0.042,0.039,0.035,0.057,0.048,0.046,0.047
417,0.062,0.046,0.043,0.067,0.058,0.035,0.049,0.039,0.038,0.039,0.098,0.043,0.045,0.052,0.038,0.058,0.048,0.038,0.053,0.051
418,0.057,0.041,0.06,0.05,0.038,0.054,0.042,0.028,0.049,0.04,0.103,0.046,0.042,0.042,0.045,0.048,0.047,0.053,0.054,0.061
419,0.056,0.053,0.054,0.032,0.043,0.043,0.048,0.036,0.047,0.043,0.106,0.058,0.051,0.043,0.055,0.04,0.045,0.044,0.053,0.05
420,0.051,0.052,0.051,0.053,0.041,0.048,0.033,0.042,0.042,0.055,0.091,0.041,0.041,0.049,0.052,0.052,0.042,0.052,0.056,0.056
421,0.048,0.058,0.051,0.047,0.037,0.051,0.041,0.043,0.036,0.04,0.093,0.043,0.043,0.048,0.036,0.046,0.048,0.07,0.057,0.064
422,0.062,0.052,0.048,0.05,0.037,0.059,0.034,0.04,0.046,0.043,0.105,0.042,0.045,0.042,0.046,0.049,0.043,0.054,0.054,0.049
423,0.066,0.043,0.053,0.044,0.034,0.036,0.047,0.039,0.051,0.036,0.114,0.037,0.04,0.051,0.046,0.047,0.039,0.063,0.055,0.059
424,0.044,0.045,0.046,0.047,0.045,0.048,0.041,0.036,0.036,0.043,0.115,0.04,0.059,0.04,0.051,0.049,0.064,0.049,0.055,0.047
425,0.04,0.038,0.05,0.056,0.046,0.047,0.034,0.044,0.044,0.041,0.124,0.043,0.049,0.045,0.052,0.046,0.052,0.048,0.05,0.051
426,0.06,0.051,0.048,0.06,0.044,0.04,0.033,0.033,0.044,0.036,0.111,0.039,0.034,0.056,0.041,0.042,0.045,0.062,0.06,0.061
427,0.047,0.048,0.058,0.046,0.034,0.054,0.048,0.053,0.05,0.047,0.105,0.047,0.049,0.047,0.054,0.036,0.032,0.053,0.051,0.041
428,0.056,0.048,0.042,0.049,0.03,0.034,0.045,0.038,0.042,0.05,0.102,0.045,0.064,0.057,0.045,0.043,0.051,0.043,0.06,0.056
429,0.043,0.051,0.057,0.045,0.035,0.037,0.041,0.042,0.059,0.037,0.111,0.053,0.042,0.044,0.029,0.061,0.052,0.051,0.054,0.056
430,0.036,0.051,0.044,0.045,0.059,0.047,0.042,0.032,0.054,0.038,0.127,0.035,0.051,0.026,0.058,0.045,0.05,0.034,0.061,0.065
431,0.054,0.053,0.039,0.04,0.046,0.034,0.052,0.045,0.046,0.037,0.111,0.048,0.054,0.055,0.04,0.048,0.055,0.04,0.051,0.052
432,0.045,0.041,0.059,0.054,0.045,0.042,0.04,0.043,0.046,0.036,0.119,0.055,0.054,0.042,0.035,0.05,0.042,0.058,0.051,0.043
433,0.047,0.044,0.052,0.049,0.053,0.042,0.047,0.045,0.044,0.046,0.091,0.036,0.044,0.059,0.051,0.054,0.05,0.044,0.053,0.049
434,0.061,0.045,0.049,0.049,0.042,0.041,0.054,0.046,0.043,0.049,0.103,0.038,0.056,0.054,0.045,0.041,0.046,0.05,0.044,0.044
435,0.07,0.041,0.052,0.045,0.051,0.053,0.037,0.037,0.039,0.031,0.122,0.052,0.036,0.058,0.037,0.034,0.055,0.049,0.059,0.042
436,0.038,0.041,0.052,0.037,0.047,0.043,0.056,0.064,0.049,0.031,0.115,0.042,0.044,0.047,0.052,0.051,0.048,0.054,0.05,0.039
437,0.055,0.055,0.043,0.043,0.033,0.037,0.045,0.044,0.044,0.048,0.115,0.041,0.047,0.054,0.042,0.05,0.053,0.056,0.057,0.038
438,0.058,0.05,0.063,0.046,0.042,0.037,0.035,0.05,0.046,0.044,0.109,0.045,0.044,0.053,0.043,0.043,0.046,0.046,0.049,0.051
439,0.067,0.055,0.05,0.042,0.045,0.043,0.038,0.044,0.055,0.028,0.118,0.04,0.046,0.048,0.035,0.048,0.059,0.048,0.045,0.046
440,0.055,0.048,0.06,0.048,0.044,0.044,0.041,0.041,0.035,0.042,0.1,0.047,0.05,0.044,0.041,0.044,0.055,0.059,0.055,0.047
441,0.057,0.049,0.054,0.046,0.055,0.044,0.041,0.042,0.039,0.03,0.125,0.043,0.043,0.038,0.037,0.058,0.041,0.054,0.044,0.06
442,0.052,0.037,0.057,0.054,0.032,0.043,0.052,0.041,0.037,0.047,0.114,0.045,0.056,0.046,0.042,0.055,0.045,0.047,0.051,0.047
443,0.054,0.053,0.04,0.036,0.057,0.043,0.05,0.036,0.047,0.05,0.114,0.049,0.05,0.046,0.052,0.038,0.035,0.045,0.061,0.044
444,0.047,0.055,0.042,0.038,0.054,0.046,0.038,0.052,0.049,0.043,0.094,0.05,0.04,0.034,0.044,0.053,0.05,0.061,0.058,0.052
445,0.043,0.046,0.051,0.055,0.04,0.046,0.036,0.037,0.044,0.05,0.107,0.048,0.04,0.053,0.046,0.053,0.048,0.058,0.054,0.045
446,0.05,0.052,0.055,0.04,0.05,0.047,0.045,0.04,0.038,0.042,0.103,0.041,0.053,0.052,0.05,0.036,0.052,0.054,0.045,0.055
447,0.047,0.043,0.055,0.053,0.052,0.043,0.036,0.05,0.043,0.047,0.104,0.052,0.055,0.051,0.041,0.044,0.035,0.059,0.044,0.046
448,0.055,0.041,0.057,0.049,0.036,0.049,0.059,0.039,0.043,0.058,0.126,0.038,0.052,0.038,0.036,0.038,0.037,0.052,0.048,0.049
449,0.056,0.038,0.048,0.062,0.054,0.04,0.044,0.043,0.047,0.036,0.106,0.049,0.047,0.041,0.046,0.038,0.044,0.049,0.056,0.056
450,0.05,0.047,0.05,0.06,0.028,0.066,0.034,0.054,0.038,0.034,0.105,0.036,0.051,0.053,0.046,0.043,0.046,0.038,0.061,0.06
451,0.055,0.061,0.045,0.054,0.038,0.042,0.046,0.047,0.041,0.036,0.12,0.045,0.041,0.044,0.049,0.043,0.046,0.051,0.045,0.051
452,0.056,0.056,0.055,0.059,0.042,0.052,0.038,0.036,0.045,0.046,0.101,0.027,0.045,0.061,0.031,0.045,0.045,0.05,0.044,0.066
453,0.045,0.037,0.053,0.063,0.039,0.044,0.047,0.036,0.057,0.038,0.129,0.041,0.032,0.043,0.046,0.049,0.057,0.038,0.047,0.059
454,0.054,0.057,0.042,0.054,0.045,0.045,0.041,0.049,0.041,0.042,0.114,0.044,0.054,0.045,0.044,0.044,0.052,0.04,0.053,0.04
455,0.044,0.055,0.043,0.043,0.039,0.055,0.039,0.038,0.038,0.05,0.117,0.049,0.054,0.061,0.052,0.039,0.042,0.037,0.058,0.047
456,0.046,0.063,0.04,0.044,0.037,0.05,0.048,0.041,0.045,0.039,0.12,0.038,0.041,0.059,0.042,0.052,0.04,0.037,0.057,0.061
457,0.051,0.047,0.035,0.061,0.051,0.042,0.04,0.031,0.055,0.037,0.117,0.044,0.04,0.05,0.051,0.052,0.033,0.055,0.05,0.058
458,0.053,0.045,0.052,0.043,0.049,0.041,0.042,0.046,0.041,0.043,0.113,0.041,0.043,0.044,0.035,0.051,0.055,0.055,0.049,0.059
459,0.058,0.058,0.044,0.047,0.048,0.041,0.041,0.046,0.039,0.039,0.128,0.048,0.045,0.042,0.04,0.047,0.049,0.041,0.04,0.059
460,0.055,0.06,0.046,0.042,0.038,0.032,0.049,0.046,0.04,0.035,0.107,0.044,0.05,0.041,0.049,0.06,0.048,0.049,0.061,0.048
461,0.042,0.064,0.051,0.044,0.043,0.042,0.04,0.043,0.047,0.045,0.104,0.038,0.043,0.051,0.056,0.049,0.037,0.047,0.054,0.06
462,0.056,0.046,0.038,0.051,0.053,0.055,0.045,0.038,0.038,0.041,0.11,0.043,0.053,0.043,0.044,0.037,0.053,0.067,0.043,0.046
463,0.059,0.055,0.052,0.056,0.044,0.053,0.048,0.05,0.043,0.052,0.108,0.029,0.048,0.035,0.04,0.051,0.055,0.034,0.047,0.041
464,0.051,0.051,0.052,0.045,0.039,0.041,0.041,0.037,0.037,0.047,0.115,0.043,0.048,0.045,0.039,0.046,0.054,0.057,0.051,0.061
465,0.052,0.042,0.048,0.052,0.039,0.044,0.04,0.047,0.043,0.039,0.125,0.028,0.053,0.043,0.048,0.045,0.055,0.058,0.041,0.058
466,0.062,0.054,0.048,0.036,0.036,0.048,0.035,0.045,0.044,0.044,0.107,0.05,0.059,0.051,0.053,0.042,0.052,0.037,0.045,0.052
467,0.048,0.045,0.049,0.044,0.052,0.051,0.04,0.03,0.041,0.04,0.116,0.053,0.052,0.044,0.047,0.034,0.052,0.038,0.07,0.054
468,0.059,0.047,0.051,0.046,0.035,0.05,0.033,0.039,0.043,0.039,0.113,0.039,0.062,0.052,0.057,0.044,0.048,0.051,0.04,0.052
469,0.06,0.063,0.038,0.055,0.05,0.048,0.037,0.043,0.039,0.047,0.106,0.043,0.048,0.044,0.036,0.036,0.046,0.068,0.049,0.044
470,0.056,0.046,0.052,0.052,0.039,0.041,0.041,0.046,0.032,0.051,0.123,0.047,0.047,0.045,0.036,0.052,0.051,0.044,0.057,0.042
471,0.061,0.047,0.048,0.049,0.052,0.053,0.054,0.041,0.066,0.032,0.11,0.03,0.046,0.041,0.038,0.032,0.044,0.046,0.043,0.067
472,0.052,0.044,0.048,0.056,0.036,0.041,0.045,0.043,0.049,0.045,0.125,0.054,0.044,0.051,0.044,0.046,0.045,0.048,0.039,0.045
473,0.055,0.046,0.045,0.045,0.043,0.053,0.038,0.042,0.045,0.049,0.114,0.043,0.045,0.05,0.053,0.05,0.036,0.049,0.046,0.053
474,0.042,0.067,0.04,0.051,0.051,0.043,0.038,0.045,0.043,0.048,0.114,0.042,0.058,0.042,0.037,0.045,0.032,0.056,0.044,0.062
475,0.041,0.044,0.043,0.053,0.048,0.04,0.043,0.031,0.049,0.046,0.11,0.043,0.05,0.056,0.041,0.05,0.053,0.047,0.04,0.072
476,0.047,0.061,0.053,0.054,0.037,0.039,0.045,0.046,0.037,0.044,0.098,0.043,0.053,0.045,0.049,0.061,0.041,0.052,0.044,0.051
477,0.053,0.048,0.047,0.055,0.049,0.047,0.044,0.049,0.048,0.039,0.117,0.038,0.046,0.042,0.047,0.032,0.044,0.048,0.053,0.054
478,0.057,0.039,0.048,0.047,0.049,0.044,0.036,0.045,0.052,0.038,0.107,0.055,0.04,0.045,0.05,0.05,0.04,0.062,0.047,0.049
479,0.046,0.043,0.056,0.059,0.037,0.036,0.045,0.044,0.043,0.043,0.118,0.04,0.056,0.038,0.041,0.052,0.038,0.054,0.058,0.053
480,0.053,0.054,0.042,0.059,0.04,0.033,0.043,0.047,0.042,0.042,0.114,0.048,0.06,0.038,0.045,0.032,0.051,0.055,0.051,0.051
481,0.046,0.051,0.058,0.05,0.048,0.037,0.047,0.048,0.041,0.04,0.11,0.044,0.037,0.048,0.049,0.048,0.045,0.048,0.055,0.05
482,0.072,0.046,0.05,0.04,0.046,0.039,0.043,0.048,0.043,0.054,0.103,0.042,0.051,0.052,0.035,0.044,0.045,0.048,0.052,0.047
483,0.077,0.046,0.052,0.034,0.049,0.043,0.046,0.035,0.038,0.043,0.106,0.049,0.041,0.051,0.042,0.052,0.037,0.049,0.059,0.051
484,0.054,0.046,0.063,0.048,0.052,0.038,0.044,0.04,0.038,0.035,0.113,0.034,0.062,0.041,0.038,0.044,0.045,0.054,0.058,0.053
485,0.067,0.043,0.053,0.036,0.037,0.036,0.046,0.05,0.036,0.045,0.118,0.039,0.047,0.036,0.052,0.049,0.039,0.044,0.065,0.062
486,0.053,0.059,0.05,0.049,0.039,0.044,0.039,0.042,0.054,0.047,0.11,0.041,0.053,0.037,0.045,0.045,0.047,0.048,0.05,0.048
